name,office,office_full,party,party_full,state,district,district_number,election_districts,election_years,cycles,candidate_status,incumbent_challenge,incumbent_challenge_full,load_date,first_file_date,last_file_date,last_f2_date,candidate_id,active_through
"BISHOP, TIMOTHY",H,House,DEM,DEMOCRATIC PARTY,NY,01,1,"{01,01,01,01,01,01,01}","{2002,2004,2006,2008,2010,2012,2014}","{2002,2004,2006,2008,2010,2012,2014,2016,2018}",P,C,Challenger,2015-04-02 15:52:44,2002-04-01,2013-01-31,2013-01-31,H2NY01067,2014
"ZAGAME, JOHN R",H,House,REP,REPUBLICAN PARTY,NY,30,30,{30},{1980},"{1980,1982,1984,1986,1988,1990,1992}",P,C,Challenger,2002-03-30 00:00:00,1980-06-10,1980-06-10,1980-06-10,H0NY30029,1980
"TALIAFERRO, PHYLLIS",H,House,DEM,DEMOCRATIC PARTY,NY,11,11,"{11,11,11}","{1994,1996,1998}","{1994,1996,1998,2000,2002}",P,C,Challenger,2002-04-12 00:00:00,1994-05-18,2000-08-15,1999-02-23,H4NY11070,1998
"JAMES, HULBERT HENRIQUE",H,House,DEM,DEMOCRATIC PARTY,NY,06,6,{06},{1986},"{1986,1988,1990}",P,C,Challenger,2002-03-30 00:00:00,1986-05-05,1986-05-05,1986-05-05,H6NY06059,1986
"WORTLEY, GEORGE",H,House,REP,REPUBLICAN PARTY,NY,27,27,"{32,32,27,27,27,27}","{1976,1980,1982,1984,1986,1988}","{1976,1978,1980,1982,1984,1986,1988}",C,I,Incumbent,2005-05-26 00:00:00,1976-04-12,1987-09-25,1987-09-25,H6NY32055,1988
"LYNN, ALBERT",H,House,DEM,DEMOCRATIC PARTY,NY,19,19,{19},{1994},{1994},C,O,Open seat,2002-03-30 00:00:00,1993-07-20,1993-07-20,1993-07-20,H4NY19024,1994
"LABA, MICHAEL D",H,House,REP,REPUBLICAN PARTY,NY,28,28,{28},{2004},"{2004,2006}",P,C,Challenger,2005-03-02 00:00:00,2004-04-06,2004-04-06,2004-04-06,H4NY28041,2004
"PEREY, ARNOLD PH D",H,House,IND,INDEPENDENT,NY,15,15,{15},{1984},{1984},C,,,2002-03-30 00:00:00,1984-04-23,1984-04-23,1984-04-23,H4NY15030,1984
"LEAHEY, JOSEPH P",H,House,DEM,DEMOCRATIC PARTY,NY,31,31,"{34,31}","{1990,1992}","{1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1990-07-16,1992-07-14,1992-07-14,H0NY34054,1992
"JAMES, STEVE",H,House,DEM,DEMOCRATIC PARTY,NY,22,22,{22},{1996},"{1996,1998,2000,2002}",P,C,Challenger,2002-04-12 00:00:00,1996-06-08,1996-07-02,1996-07-02,H6NY22080,1996
"FAULKNER , MICHEL",H,House,REP,REPUBLICAN PARTY,NY,15,15,{15},{2010},"{2010,2012,2014,2016,2018}",P,C,Challenger,2011-02-24 10:53:12,2009-11-19,2009-11-19,2009-11-19,H0NY15111,2010
"GOODELL, BRIAN THOMAS",H,House,DEM,DEMOCRATIC PARTY,NY,24,24,{24},{2004},"{2004,2006}",P,C,Challenger,2005-03-02 00:00:00,2004-03-23,2004-05-04,2004-03-23,H4NY24032,2004
"BECKER, RICHARD H",H,House,DEM,DEMOCRATIC PARTY,NY,18,18,{18},{2012},"{2012,2014,2016}",P,C,Challenger,2013-04-26 09:04:30,2011-07-13,2012-03-20,2012-03-20,H2NY19077,2012
"KONE, SUSAN",H,House,REP,REPUBLICAN PARTY,NY,08,8,{08},{2010},{2010},C,C,Challenger,2010-07-15 22:23:00,2010-06-11,2010-06-11,2010-06-11,H0NY08082,2010
"STEEL, BRIAN WARNER",H,House,DEM,DEMOCRATIC PARTY,NY,08,8,{08},{1996},"{1996,1998,2000}",P,C,Challenger,2002-04-07 00:00:00,1996-01-11,1996-01-11,1996-01-11,H6NY08063,1996
"FISCHER, JAMES M",H,House,REP,REPUBLICAN PARTY,NY,20,20,{20},{2014},"{2014,2016}",P,C,Challenger,2015-04-02 15:52:44,2014-01-06,2014-01-06,2014-01-06,H4NY20121,2014
"GREEN, MARK J",H,House,DEM,DEMOCRATIC PARTY,NY,18,18,{18},{1980},"{1980,1982,1984,1986,1988,1990,1992}",P,C,Challenger,2002-03-30 00:00:00,1980-07-07,1980-07-07,1980-07-07,H0NY18032,1980
"FEDER, WILLIAM H",H,House,CRV,CONSERVATIVE PARTY,NY,32,32,"{36,32,32}","{1980,1984,1986}","{1980,1982,1984,1986}",N,C,Challenger,2002-03-30 00:00:00,1980-07-24,1980-07-24,1980-07-24,H0NY36018,1986
"DE MAGGIO, ROBERT",H,House,RTL,RIGHT TO LIFE,NY,21,21,{21},{1984},{1984},N,,,2002-03-30 00:00:00,1984-10-24,1984-10-24,1984-10-24,H4NY21020,1984
"SILVERMAN, THEODORE",H,House,DEM,DEMOCRATIC PARTY,NY,16,16,{16},{1980},"{1980,1982,1984,1986,1988,1990,1992}",P,C,Challenger,2002-03-30 00:00:00,1980-03-24,1980-03-24,1980-03-24,H0NY16028,1980
"LYTEL, ELAINE",H,House,DEM,DEMOCRATIC PARTY,NY,27,27,{27},{1982},"{1982,1984}",P,,,2002-03-30 00:00:00,1982-07-15,1982-07-15,1982-07-15,H2NY27039,1982
"AXINN, JOAN F",H,House,DEM,DEMOCRATIC PARTY,NY,04,4,{04},{1992},{1992},C,O,Open seat,2002-03-30 00:00:00,1992-07-25,1992-07-25,1992-07-25,H2NY04061,1992
"SELENDY, JANINE MARY HARDCASTLE",H,House,DEM,DEMOCRATIC PARTY,NY,19,19,"{19,19}","{2002,2004}","{2002,2004,2006,2008}",P,C,Challenger,2005-03-02 00:00:00,2002-06-07,2004-02-20,2004-02-20,H2NY19051,2004
"AYDELOTT, JUDITH A",H,House,DEM,DEMOCRATIC PARTY,NY,19,19,{19},{2006},"{2006,2008}",P,C,Challenger,2009-04-29 00:00:00,2005-07-11,2005-07-11,2005-07-11,H6NY19102,2006
"ESPARRA, RAFAEL",H,House,DEM,DEMOCRATIC PARTY,NY,11,11,{11},{1984},"{1984,1986,1988,1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1984-03-28,1984-03-28,1984-03-28,H4NY00016,1984
"MORRIS, RITA-LOUISE A",H,House,DEM,DEMOCRATIC PARTY,NY,05,5,{05},{1992},"{1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1992-07-20,1992-07-20,1992-07-20,H2NY05043,1992
"BAYE, FRED",H,House,DEM,DEMOCRATIC PARTY,NY,24,24,"{24,24}","{1984,1988}","{1984,1986,1988,1990,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1984-05-03,1988-10-06,1988-10-06,H4NY24024,1988
"DI CARLO, NEIL ANTHONY",H,House,REP,REPUBLICAN PARTY,NY,19,19,{19},{2010},"{2010,2012}",P,C,Challenger,2011-02-24 10:53:11,2010-01-19,2010-01-19,2010-01-19,H0NY19154,2010
"MILLER, JEFFREY A",H,House,DEM,DEMOCRATIC PARTY,NY,24,24,{24},{2004},"{2004,2006}",P,C,Challenger,2005-03-02 00:00:00,2004-06-01,2004-06-01,2004-06-01,H4NY24040,2004
"FENSTERMAKER, SCOTT LLOYD MR.",H,House,N/A,,NY,13,13,{13},{2016},"{2016,2018}",P,O,Open seat,2017-02-23 14:47:46,2016-05-20,2016-05-20,2016-05-20,H6NY13170,2016
"ORLINS, STEPHEN ARNOLD",H,House,DEM,DEMOCRATIC PARTY,NY,03,3,{03},{1992},"{1992,1994,1996,1998,2000}",P,C,Challenger,2002-04-07 00:00:00,1991-07-03,1991-07-03,1991-07-03,H2NY03055,1992
"MACK, MARTIN JUDGE",H,House,DEM,DEMOCRATIC PARTY,NY,25,25,{25},{1996},"{1996,1998}",P,C,Challenger,2002-04-03 00:00:00,1996-01-12,1996-01-12,1996-01-12,H6NY25083,1996
"CREIGHTON, FRANCIS W",H,House,REP,REPUBLICAN PARTY,NY,01,1,{01},{1990},{1990},C,C,Challenger,2002-03-30 00:00:00,1990-08-13,1990-08-13,1990-08-13,H0NY01053,1990
"COOK, WILLIAM R",H,House,DEM,DEMOCRATIC PARTY,NY,27,27,"{27,27}","{1996,1998}","{1996,1998,2000}",P,C,Challenger,2002-04-07 00:00:00,1996-02-15,1997-12-29,1997-12-29,H6NY27147,1998
"GIGANTE, ROBERT J",H,House,DEM,DEMOCRATIC PARTY,NY,14,14,"{17,14}","{1980,1990}","{1980,1982,1984,1990,1992}",P,C,Challenger,2002-03-30 00:00:00,1980-06-24,1989-12-29,1989-12-29,H0NY17042,1990
"BERMAN, RICHARD",H,House,DEM,DEMOCRATIC PARTY,NY,20,20,{20},{1986},"{1986,1988,1990}",P,C,Challenger,2002-03-30 00:00:00,1986-04-12,1986-04-12,1986-04-12,H6NY20126,1986
"PASICK, DAVID MATTHEW",H,House,LIB,LIBERTARIAN PARTY,NY,22,22,{22},{2016},"{2016,2018}",N,O,Open seat,2016-08-17 21:29:25,2016-06-21,2016-06-21,2016-06-21,H6NY22155,2016
"LEVY, DAVID A",H,House,CRV,CONSERVATIVE PARTY,NY,04,4,"{04,04}","{1992,1994}","{1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014}",P,C,Challenger,2002-04-12 13:13:26,1992-07-27,1993-03-29,1993-03-29,H2NY04053,1994
"INNIS, ROY",H,House,DEM,DEMOCRATIC PARTY,NY,12,12,{12},{1986},"{1986,1988,1990,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1986-06-20,1986-06-20,1986-06-20,H6NY12081,1986
"INCARNATO, JOSEPH S",H,House,DEM,DEMOCRATIC PARTY,NY,14,14,{14},{1984},"{1984,1986}",P,C,Challenger,2002-03-30 00:00:00,1984-04-18,1984-04-18,1984-04-18,H4NY14017,1984
"DEL VECCHIO, KENNETH",H,House,REP,REPUBLICAN PARTY,NY,18,18,{18},{2016},"{2016,2018}",P,C,Challenger,2017-02-23 14:47:46,2015-12-16,2015-12-16,2015-12-16,H6NY18195,2016
"FOSSEL, JON S",H,House,REP,REPUBLICAN PARTY,NY,20,20,{20},{1982},"{1982,1984,1986}",P,C,Challenger,2002-03-30 00:00:00,1982-05-20,1982-05-20,1982-05-20,H2NY20018,1982
"THOMAS, MARK W",H,House,DEM,DEMOCRATIC PARTY,NY,27,27,{27},{2004},"{2004,2006,2008,2010,2012,2014}",P,C,Challenger,2006-06-16 23:00:03,2004-06-10,2004-06-15,2004-06-15,H4NY27100,2004
"CALL, W DOUGLAS",H,House,DEM,DEMOCRATIC PARTY,NY,27,27,"{30,27}","{1984,1992}","{1984,1986,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1984-07-05,1992-08-27,1992-08-27,H4NY30021,1992
"SZCZESNICK, EDWARD JOSEPH",H,House,DEM,DEMOCRATIC PARTY,NY,25,25,{25},{1996},{1996},C,C,Challenger,2002-04-02 00:00:00,1996-02-20,1996-02-20,1996-02-20,H6NY25091,1996
"ADAMS, ERIC L",H,House,DEM,DEMOCRATIC PARTY,NY,11,11,{11},{1994},"{1994,1996,1998}",P,C,Challenger,2002-04-03 00:00:00,1994-05-11,1994-05-11,1994-05-11,H4NY11062,1994
"MURPHY, SCOTT M",H,House,DEM,DEMOCRATIC PARTY,NY,20,20,{20},{2010},"{2010,2012,2014,2016,2018}",P,,,2011-02-24 10:53:11,2009-02-09,2010-09-25,2010-09-25,H0NY20079,2010
"JACOBS, JAY",H,House,DEM,DEMOCRATIC PARTY,NY,03,3,{03},{1994},"{1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1994-05-11,1994-05-11,1994-05-11,H4NY03036,1994
"BERNTSEN, GARY",H,House,REP,REPUBLICAN PARTY,NY,01,1,{01},{2010},{2010},C,C,Challenger,2010-04-19 22:09:16,2010-02-03,2010-02-03,2010-02-03,H0NY01145,2010
"BUERKLE, ANN MARIE",H,House,REP,REPUBLICAN PARTY,NY,24,24,"{25,24}","{2010,2012}","{2010,2012,2014,2016,2018}",P,C,Challenger,2013-04-26 09:04:30,2010-01-15,2012-09-18,2012-09-18,H0NY25078,2012
"HIRD, DIANA",H,House,DEM,DEMOCRATIC PARTY,NY,18,18,{18},{2016},{2016},C,C,Challenger,2016-04-21 21:06:43,2016-02-16,2016-02-16,2016-02-16,H6NY18229,2016
"TYNER, JOEL CARLTON",H,House,DEM,DEMOCRATIC PARTY,NY,19,19,{19},{2012},"{2012,2014}",P,C,Challenger,2013-04-26 09:04:30,2012-01-18,2012-04-16,2012-04-16,H2NY20091,2012
"SAUJANI, RESHMA M",H,House,DEM,DEMOCRATIC PARTY,NY,14,14,{14},{2010},"{2010,2012}",P,C,Challenger,2011-02-24 10:53:12,2009-11-04,2010-01-31,2010-01-31,H0NY14189,2010
"LUNDINE, STANLEY N",H,House,DEM,DEMOCRATIC PARTY,NY,34,34,"{39,39,39,34,34,34}","{1976,1978,1980,1982,1984,1986}","{1976,1978,1980,1982,1984,1986}",C,I,Incumbent,2002-03-30 00:00:00,1976-04-02,1986-03-14,1986-03-14,H6NY39035,1986
"STEVENS, DOUGLAS R",H,House,DEM,DEMOCRATIC PARTY,NY,06,6,{06},{1982},"{1982,1984}",P,,,2002-03-30 00:00:00,1982-07-08,1982-07-26,1982-07-26,H2NY06017,1982
"DEAN, TIMOTHY MICHAEL",H,House,IND,INDEPENDENT,NY,25,25,{25},{2014},"{2014,2016}",P,C,Challenger,2015-04-02 15:52:44,2014-02-10,2014-03-31,2014-03-31,H4NY25047,2014
"WASSERMAN, PAUL STUART",H,House,REP,REPUBLICAN PARTY,NY,18,18,{18},{2010},{2010},C,C,Challenger,2010-04-12 22:17:39,2010-01-27,2010-01-27,2010-01-27,H0NY18156,2010
"MALONEY, CAROLYN B.",H,House,DEM,DEMOCRATIC PARTY,NY,12,12,"{14,14,14,14,14,14,14,14,14,14,12,12,12,12}","{1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}","{1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}",C,I,Incumbent,2017-04-04 21:03:00,1992-07-24,2017-03-30,2017-03-30,H2NY14037,2018
"SLAUGHTER, LOUISE",H,House,DEM,DEMOCRATIC PARTY,NY,25,25,"{03,30,30,28,28,28,28,28,28,28,28,28,28,25,25,25,25}","{1976,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}","{1976,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}",C,I,Incumbent,2017-03-14 20:59:15,1986-03-19,2017-02-07,2017-02-07,H6NY03031,2018
"WILLIAMS, CLYDE EDWARD JR",H,House,DEM,DEMOCRATIC PARTY,NY,13,13,"{13,13}","{2012,2016}","{2012,2016}",C,O,Open seat,2016-06-06 21:00:43,2011-11-08,2016-03-28,2016-03-28,H2NY15109,2016
"FAULKNER, JIM",H,House,REP,REPUBLICAN PARTY,NY,17,17,{17},{2006},"{2006,2008}",N,C,Challenger,2009-04-29 00:00:00,2006-09-14,2006-09-14,2006-09-14,H6NY17148,2006
"ELDRIDGE, SEAN",H,House,DEM,DEMOCRATIC PARTY,NY,19,19,{19},{2014},"{2014,2016,2018}",P,C,Challenger,2015-04-02 15:52:44,2013-02-01,2014-07-07,2014-07-07,H4NY19115,2014
"NAPLES, NANCY A",H,House,REP,REPUBLICAN PARTY,NY,27,27,"{29,27}","{1996,2004}","{1996,2004,2006}",P,C,Challenger,2006-06-16 00:00:00,1996-03-14,2004-10-29,2004-10-29,H6NY29150,2004
"WALLA, BARBARA",H,House,DEM,DEMOCRATIC PARTY,NY,14,14,{14},{1986},"{1986,1988}",P,C,Challenger,2002-03-30 00:00:00,1986-06-18,1986-06-18,1986-06-18,H6NY14152,1986
"JANOWSKI, TED",H,House,UNK,UNKNOWN,NY,23,23,{23},{1992},{1992},C,C,Challenger,2002-03-30 00:00:00,1992-09-24,1992-09-24,1992-09-24,H2NY23087,1992
"REITER, FRANCES L",H,House,DEM,DEMOCRATIC PARTY,NY,15,15,{15},{1990},"{1990,1992}",P,C,Challenger,2002-03-30 00:00:00,1990-08-15,1990-08-15,1990-08-15,H0NY15046,1990
"KIRSHNER, BRANDON REID",H,House,IND,INDEPENDENT,NY,25,25,{25},{2016},"{2016,2018}",P,C,Challenger,2017-02-23 14:47:46,2015-12-18,2015-12-18,2015-12-18,H6NY25158,2016
"ANIBOLI, PAUL J",H,House,REP,REPUBLICAN PARTY,NY,02,2,{02},{1984},"{1984,1986}",P,C,Challenger,2002-03-30 00:00:00,,,,H4NY02012,1984
"LANCMAN, RORY",H,House,WFP,WORKING FAMILIES PARTY,NY,06,6,{06},{2012},"{2012,2014,2016,2018}",P,C,Challenger,2013-04-26 09:04:30,2012-02-07,2012-08-07,2012-08-07,H2NY09102,2012
"MODICA, LOU",H,House,REP,REPUBLICAN PARTY,NY,02,2,{02},{1980},"{1980,1982,1984}",P,,,2002-03-30 00:00:00,1980-08-07,1980-08-07,1980-08-07,H0NY02010,1980
"HALL, ERIC REED",H,House,REP,REPUBLICAN PARTY,NY,22,22,{22},{2002},"{2002,2004}",P,C,Challenger,2002-09-05 00:00:00,2002-06-21,2002-06-21,2002-06-21,H2NY22071,2002
"DENENBERG, DAVID WARREN",H,House,DEM,DEMOCRATIC PARTY,NY,03,3,{03},{2006},{2006},C,C,Challenger,2009-04-29 00:00:00,2006-04-01,2006-04-27,2006-04-27,H6NY00078,2006
"BITZ, MARK WARD",H,House,REP,REPUBLICAN PARTY,NY,25,25,{25},{2010},{2010},C,C,Challenger,2010-02-02 21:55:54,2009-11-04,2009-11-04,2009-11-04,H0NY25060,2010
"SHEEHY, KEVIN",H,House,DEM,DEMOCRATIC PARTY,NY,17,17,{17},{1980},{1980},C,,,2002-03-30 00:00:00,1979-12-26,1979-12-26,1979-12-26,H0NY17018,1980
"ROSARIO, MILDRED",H,House,DEM,DEMOCRATIC PARTY,NY,12,12,{12},{2000},"{2000,2002}",P,C,Challenger,2002-04-12 00:00:00,2000-02-28,2000-02-28,2000-02-28,H0NY12118,2000
"BLASS, GREGORY J",H,House,REP,REPUBLICAN PARTY,NY,01,1,"{01,01}","{1984,1986}","{1984,1986,1988,1990,1992,1994,1996,2004}",N,C,Challenger,2003-02-06 00:00:00,1984-02-28,1986-06-16,1986-06-16,H4NY01014,1986
"OWENS, CHRIS",H,House,DEM,DEMOCRATIC PARTY,NY,11,11,"{11,11}","{2006,2008}","{2006,2008,2010}",C,O,Open seat,2008-04-21 00:00:00,2005-03-02,2007-07-30,2007-07-30,H6NY11109,2008
"CONABLE, BARBER BENJAMIN JR",H,House,REP,REPUBLICAN PARTY,NY,30,30,"{35,35,35,30}","{1976,1978,1980,1982}","{1976,1978,1980,1982,1984}",P,C,Challenger,2002-03-30 00:00:00,1976-04-13,1982-07-15,1982-07-15,H6NY35025,1982
"O'GRADY, MARILYN F",H,House,REP,REPUBLICAN PARTY,NY,04,4,"{04,04}","{2002,2004}","{2002,2004,2006}",P,C,Challenger,2004-03-29 00:00:00,2002-03-05,2003-07-18,2003-07-18,H2NY04129,2004
"CAESAR, JOSEPH N O",H,House,IND,INDEPENDENT,NY,12,12,"{12,11,12,12}","{1980,1982,1984,1986}","{1980,1982,1984,1986,1988,1990,1992,1994,1996}",N,C,Challenger,2002-04-02 00:00:00,1980-12-04,1986-10-22,1986-10-22,H0NY12092,1986
"SMITH, SCOTT A",H,House,NNE,NONE,NY,18,18,"{18,18,18}","{2014,2016,2018}","{2014,2016,2018}",N,C,Challenger,2018-01-31 21:09:52,2014-06-23,2018-01-27,2018-01-27,H4NY18109,2018
"HORAN, RICHARD J",H,House,IND,INDEPENDENT,NY,05,5,{05},{1982},"{1982,1984}",P,,,2002-03-30 00:00:00,,,,H2NY05035,1982
"KELLY, DORIS F",H,House,DEM,DEMOCRATIC PARTY,NY,20,20,{20},{2004},"{2004,2006}",P,C,Challenger,2005-03-02 00:00:00,2004-08-10,2004-08-10,2004-08-10,H4NY20113,2004
"WARREN, GLENN E",H,House,REP,REPUBLICAN PARTY,NY,19,19,{19},{1994},"{1994,1996,1998,2000}",P,C,Challenger,2002-04-07 00:00:00,1994-05-23,1994-05-23,1994-05-23,H4NY19057,1994
"KUHL, JOHN",H,House,REP,REPUBLICAN PARTY,NY,29,29,"{29,29,29}","{2004,2006,2008}","{2004,2006,2008,2010}",C,I,Incumbent,2009-04-28 00:00:00,2003-03-04,2006-12-21,2006-12-21,H4NY29080,2008
"CORWIN, JANE",H,House,REP,REPUBLICAN PARTY,NY,26,26,{26},{2011},{2012},P,O,Open seat,2011-12-20 23:00:07,2011-03-15,2011-03-29,2011-03-29,H2NY00044,2011
"MILANO, JAMES",H,House,DEM,DEMOCRATIC PARTY,NY,05,5,{05},{2010},"{2010,2012}",P,C,Challenger,2011-02-24 10:53:12,2010-03-08,2010-03-08,2010-03-08,H0NY05062,2010
"MCCARTHY, CAROLYN",H,House,DEM,DEMOCRATIC PARTY,NY,04,4,"{04,04,04,04,04,04,04,04,04,04}","{1996,1998,2000,2002,2004,2006,2008,2010,2012,2014}","{1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016}",P,C,Challenger,2015-04-02 15:52:44,1996-05-31,2013-01-31,2013-01-31,H6NY04112,2014
"ROSSI, ROBERT R",H,House,REP,REPUBLICAN PARTY,NY,26,26,{26},{1992},{1992},N,O,Open seat,2002-03-30 00:00:00,1992-10-14,1992-10-14,1992-10-14,H2NY26106,1992
"RITACCO, PAUL A",H,House,REP,REPUBLICAN PARTY,NY,27,27,{27},{2010},{2010},C,C,Challenger,2010-07-19 22:15:49,2010-05-14,2010-05-14,2010-05-14,H0NY27074,2010
"BISHOP, BOB",H,House,REP,REPUBLICAN PARTY,NY,19,19,{19},{2016},"{2016,2018}",P,O,Open seat,2017-02-23 14:47:46,2015-11-09,2015-11-28,2015-11-28,H6NY19227,2016
"ROBERTSON, MARTHA",H,House,DEM,DEMOCRATIC PARTY,NY,23,23,{23},{2014},"{2014,2016}",P,C,Challenger,2015-04-02 15:52:44,2013-04-17,2013-04-17,2013-04-17,H4NY23067,2014
"POWELL, ADAM CLAYTON IV",H,House,DEM,DEMOCRATIC PARTY,NY,13,13,"{15,15,13,13}","{2004,2010,2014,2016}","{2004,2006,2008,2010,2012,2014,2016,2018}",P,O,Open seat,2017-02-23 14:47:46,2004-01-28,2014-12-01,2014-12-01,H4NY15071,2016
"KLEINHANDLER, YORK JAY",H,House,REP,REPUBLICAN PARTY,NY,17,17,{17},{2010},"{2010,2012}",P,C,Challenger,2011-02-24 10:53:12,2010-04-09,2010-06-14,2010-06-14,H0NY17133,2010
"ANDREWS, EMMANUEL CARL",H,House,DEM,DEMOCRATIC PARTY,NY,11,11,"{11,11}","{2004,2006}","{2004,2006,2008,2010}",P,O,Open seat,2005-07-07 00:00:00,2003-12-01,2005-11-25,2005-11-25,H4NY11112,2006
"YASSKY, DAVID",H,House,DEM,DEMOCRATIC PARTY,NY,11,11,{11},{2006},"{2006,2008}",P,O,Open seat,2005-07-07 00:00:00,2005-05-13,2005-11-04,2005-11-04,H6NY11117,2006
"NADLER, JERROLD L.",H,House,DEM,DEMOCRATIC PARTY,NY,10,10,"{08,08,08,08,08,08,08,08,08,08,10,10,10,10}","{1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}","{1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}",C,I,Incumbent,2017-10-06 20:55:45,1992-09-25,2017-10-05,2017-10-05,H2NY17071,2018
"KUDLER, HOWARD ",H,House,DEM,DEMOCRATIC PARTY,NY,03,3,{03},{2010},"{2010,2012,2014}",P,C,Challenger,2011-02-24 10:53:11,2010-08-09,2010-08-09,2010-08-09,H0NY03042,2010
"FRANCIS, DANNY MARVIN",H,House,DEM,DEMOCRATIC PARTY,NY,24,24,"{24,24}","{1992,1994}","{1992,1994,1996}",N,C,Challenger,2002-04-02 00:00:00,1992-06-23,1994-07-26,1994-07-26,H2NY26072,1994
"SCHREIBMAN, JULIAN D",H,House,DEM,DEMOCRATIC PARTY,NY,19,19,{19},{2012},"{2012,2014}",P,C,Challenger,2013-04-26 09:04:30,2012-02-15,2012-03-29,2012-03-29,H2NY00051,2012
"LEVINE, BRUCE M",H,House,DEM,DEMOCRATIC PARTY,NY,22,22,{22},{1984},"{1984,1986}",P,C,Challenger,2002-03-30 00:00:00,1984-09-10,1984-09-10,1984-09-10,H4NY22010,1984
"BATTISTA, VITO P",H,House,REP,REPUBLICAN PARTY,NY,09,9,{09},{1980},"{1980,1982,1984}",P,,,2002-03-30 00:00:00,1980-10-13,1980-10-13,1980-10-13,H0NY09023,1980
"CAMPINI, ANGELO",H,House,REP,REPUBLICAN PARTY,NY,29,29,{29},{2010},{2010},N,O,Open seat,2010-05-03 22:08:08,2010-04-26,2010-04-26,2010-04-26,H0NY29070,2010
"VELEZ, RAMON S.",H,House,IND,INDEPENDENT,NY,21,21,"{21,21}","{1976,1978}","{1976,1978,1980,1982,1984}",P,C,Challenger,2002-03-30 00:00:00,1976-06-21,1981-01-29,1978-02-02,H6NY21058,1978
"MANGER, WILLIAM",H,House,REP,REPUBLICAN PARTY,NY,01,1,{01},{2004},"{2004,2006,2008}",P,C,Challenger,2005-03-02 00:00:00,2003-12-12,2003-12-12,2003-12-12,H4NY01089,2004
"MACBAIN, BRUCE",H,House,DEM,DEMOCRATIC PARTY,NY,31,31,{31},{1996},"{1996,1998}",N,C,Challenger,2002-04-03 00:00:00,1996-07-15,1996-10-15,1996-10-15,H6NY31081,1996
"BLOCH, EDWARD J",H,House,IND,INDEPENDENT,NY,21,21,"{24,24,21}","{1984,1986,1996}","{1984,1986,1988,1990,1992,1994,1996,1998}",P,C,Challenger,2002-04-03 00:00:00,1984-04-12,1995-08-31,1995-08-31,H4NY24016,1996
"MILLARD, CHARLES",H,House,REP,REPUBLICAN PARTY,NY,14,14,{14},{1994},"{1994,1996,1998,2000,2002,2004,2006}",P,C,Challenger,2002-04-12 00:00:00,1994-04-07,1996-02-06,1994-04-07,H4NY14041,1994
"COOK, THOMAS D",H,House,CRV,CONSERVATIVE PARTY,NY,30,30,"{34,30}","{1976,1988}","{1976,1978,1988,1990}",P,C,Challenger,2002-03-30 00:00:00,1976-09-24,1988-08-26,1988-08-26,H6NY34051,1988
"CRABB, JUANITA M",H,House,DEM,DEMOCRATIC PARTY,NY,26,26,{26},{1992},"{1992,1994,1996,1998}",P,C,Challenger,2002-04-03 00:00:00,1992-06-15,1992-06-15,1992-06-15,H2NY26056,1992
"MONTALBANO, VINCENT J",H,House,DEM,DEMOCRATIC PARTY,NY,14,14,{14},{1988},{1988},C,C,Challenger,2005-05-26 00:00:00,1988-11-20,1988-11-20,1988-11-20,H0NY14080,1988
"ROSADO, DAVID",H,House,DEM,DEMOCRATIC PARTY,NY,16,16,{16},{1996},{1996},C,C,Challenger,2002-04-02 00:00:00,1995-11-28,1995-11-28,1995-11-28,H6NY16108,1996
"HANLEY, JAMES M.",H,House,DEM,DEMOCRATIC PARTY,NY,32,32,"{32,32}","{1976,1978}","{1976,1978,1980,1982,1984}",P,C,Challenger,2002-03-30 00:00:00,1976-03-23,1978-04-08,1978-04-08,H6NY32451,1978
"DEACON, COLLEEN",H,House,DEM,DEMOCRATIC PARTY,NY,24,24,{24},{2016},"{2016,2018}",P,C,Challenger,2017-02-23 14:47:46,2015-10-01,2016-08-04,2016-08-04,H6NY24177,2016
"ROWLAND, JILL ANN",H,House,REP,REPUBLICAN PARTY,NY,28,28,{28},{2010},"{2010,2012}",P,C,Challenger,2011-02-24 10:53:11,2010-07-22,2010-07-22,2010-07-22,H0NY28122,2010
